67427,273260,12681285,69522,5960,22935676,124886,439155,68144,99463,8742,7018721,92832,847,6137,247,151152,472,10258,92904,6057,9378,435718,44369311,11266,92135,599,53481617,71317118,446284,6435901,5280360,5288144,10415542,445063,75810,1145,190,5789,13712,60961,439176,135398641,964,264,8094,8892,5753,2781043,440272,122357,53481004,444972,51,204,967,936,6613,Group
660904.8939,1419089.366,475345.8369,3597777.408,486273473,87536.48957,78001979.15,5045034.652,160187.9276,337561.8549,703733.4358,542236.1441,6158117.401,13245766.52,837103088.2,121436391.4,554885133,131752.6031,1545096.892,731436.0445,1168247860,24137222.2,1251440.201,443744.3354,4845488.376,5797339.793,553122.628,5476215.234,3202409.611,1372157.703,780293.6785,1797781.501,1586435.027,22344971.31,4457939.273,19999812.98,1495071.725,235375369.7,553141.2494,2408935.566,1636314776,30628104.84,1056998635,14781713.37,2197660.066,34349213.36,5501775.839,220957.4584,2745483.108,2109595.838,2238564.214,650375.5855,115968698.3,21400509.95,766514.065,843392.3609,4873375147,167515729.8,Conv
577880.0806,2151632.458,253363.6918,5244146.718,522500314.2,24736.86194,359126043.2,6981250.608,507695.5761,512803.3655,376023.215,309930.2643,8211308.467,8640956.184,915483657.2,170633443.8,466434062.2,148645.8036,1721120.539,452667.5269,739729057.6,7681950.932,1048741.901,281335.0764,7520681.393,5178697.525,783978.4663,5255339.341,4708635.624,2749444.513,971569.9344,1954935.928,1629493.618,79603578.03,2704932.575,7881412.51,2053965.371,277969128.7,662853.0411,2183383.45,2193244349,35816749.18,1027037665,9250423.941,2377264.184,34676034.86,5234359.734,186978.3557,2509719.039,1842030.39,2180889.927,669690.6107,121765992.1,30967402.13,1207485.487,506298.0357,5016872572,276194093.9,Conv
544204.7063,1394731.044,104358.806,3716421.954,417367959,60003.2004,29138383.07,8252630.343,344496.8065,331634.0941,792866.8835,624977.5097,5888855.907,10003679.5,764911067.5,126251520.9,509980570.1,76519.99248,1085909.279,226041.3545,517921118,5823452.753,1049625.854,372832.5718,3562239.536,3893361.509,666782.6849,3459301.575,7596118.234,1424928.915,933831.9219,2065169.29,2361375.906,31962508.27,4770760.215,16878983.1,1951963.68,246986222.8,512782.4265,2102796.658,4414745428,28995528.99,1049486702,12279303.09,2316168.156,22387225.56,2775511.361,453103.9272,6089890.398,2137644.868,1987070.48,570100.8521,100116781.2,35265746.11,1044634.531,693083.2486,4814674326,226434546.6,Conv
691379.1462,1330215.276,253290.5199,5665585.71,415992803.9,71757.7754,32269766.03,7372004.972,216693.0664,530519.5037,922978.9099,619332.4855,5440423.351,11425145.01,520504575,123171612.4,644395209.2,58284.79765,568636.4657,395009.8224,649422154.3,9434762.609,1242335.682,503454.5338,8856299.634,3784033.879,576541.8715,4973447.206,8916393.138,1536342.752,1045373.591,1895292.786,2388487.448,23831754.14,4438801.622,20203434.25,1486302.455,264254332.4,439394.135,2029728.322,3936626168,23208963.04,1041621938,18081964.23,2524258.81,34064139.35,5343705.819,1191449.736,2896643.991,2360294.486,1681331.471,500433.8672,100846476.1,23832712.43,1326259.575,868789.1247,4871493412,186582238.6,Conv
478165.4185,1906024.764,305138.0973,7041644.166,491433134.3,26134.72509,260412014.6,6470411.77,243757.3465,500531.9843,353594.6111,675095.0239,7385228.424,8981006.202,593087881.3,139830959.6,493284565.7,43188.0405,396646.603,414981.6473,751964759.1,11185571.45,969832.8323,421021.2037,8110772.041,4623571.489,583752.2912,5866336.847,7809945.608,655575.8662,782399.8877,3166081.158,1510565.613,50913522.83,4311337.829,8448695.104,1519164.173,240809604.5,408785.4515,2003641.909,1847058972,26587535.5,978590410.1,11288846.43,2346890.484,32553247.51,5205797.125,443343.58,2932722.497,1718723.793,1834431.809,594515.5642,112190952.7,30060102.65,1434100.12,677880.2618,4843860065,214321541.8,Conv
385429.9248,123853.9254,547565.2767,5171520.632,505948980.8,82838.54245,304027210.1,5711231.121,245775.3032,313626.4575,391341.0884,453809.035,5804042.874,67628.5319,483491517.2,144200460.6,455903168.4,40891.51908,670444.5575,335003.2651,488581873.9,8079411.035,1323908.794,376298.8149,2324704.762,4185117.452,576196.042,2856756.109,12948137.09,1016981.446,855604.167,1929522.94,2165962.522,20826808.82,5548966.461,9686534.338,2467896.405,239479506.6,402677.3939,1611799.071,2249462707,23882749.43,829333566.5,11553826.17,2544031.077,34146786.48,5482519.958,469541.0462,4459193.155,2094464.273,1319219.062,383263.0047,97387046.23,21624730.85,1412935.337,836882.9123,4922288788,141478117,Conv
469598.7172,1513768.228,228300.118,858537.8414,512206259.1,16481.77862,17302338.71,9792884.486,194947.4746,260165.5358,658472.8853,952241.2069,5541299.138,11908331.24,927575444.8,188932639.7,541281760.6,142301.8025,1935274.757,666976.8374,765369487.3,12075023.85,1346032.008,723303.7287,3453110.023,5317044.078,611503.3395,3093291.129,19961861.73,1494169.703,1040349.647,1860151.889,1681036.188,35076230.39,5693218.456,18025615.8,9213252.602,333059091.6,487196.3158,2122736.811,4075377721,26051695.67,1168490972,13924121.72,2546235.669,35431470.44,6029046.251,86453.08759,4325181.108,2162558.789,1293181.923,532574.0137,86954068.1,27227834.83,1086838.046,1002121.17,4724507418,130759167.7,Conv
519079.2474,1728275.106,329839.9431,1685109.644,576861242.9,48272.77608,14049817.08,11204745.15,155673.2927,290035.8914,1251849.181,1544689.513,5319968.54,13085112.21,1389606196,147442961,551746313.5,13720.86029,1141287.874,550946.9961,1151416798,11057904.8,2067131.997,681234.8754,4069539.847,4827833.376,763360.3878,5719338.51,17502206.57,3874573.712,874930.1026,1885186.707,1972553.346,38535207.47,6826004.6,22400033.53,3734252.584,392331137.5,587237.0391,2835531.248,1060613728,25888276.14,1570680386,11408371.98,2193226.526,28047982.26,4315708.311,200439.3241,3237731.33,2607456.427,1711796.033,451811.4427,102771808,29718648.82,1325946.582,957088.0007,4895992727,165537219.9,Conv
427403.7992,2048967.769,258727.9307,1045745.17,551711948.3,10024.97779,4592872.128,9257559.622,106977.6602,248457.819,966181.8801,362215.9521,6263929.628,12812251.42,1201546183,171403841.2,538154525.3,33904.06135,1193328.901,546000.5162,1048063438,9817705.137,679456.7778,512918.888,6024254.212,5093977.766,1043810.059,4635078.498,14512122.49,2328294.998,959745.3729,2135762.982,1940043.366,62567510.47,5051381.494,10284419.67,3743885.875,368389886,426563.2567,2052080.474,625746820.1,27561342.94,1391345683,15054133.25,2214515.728,28951247.08,4390566.488,343797.6811,5519822.628,2042890.638,1146121.432,522494.9771,115512091.6,37626512.72,789655.2063,822380.9945,4453950416,201998355.4,Conv
587340.774,1125875.163,1092356.362,1430005.963,522256562.6,69326.53004,13036514.97,10482369.18,93666.70969,271100.115,760388.2088,1311278.348,6858394.781,16744374.47,1299264783,104539544.5,594198991.4,24574.95989,1149685.166,1286546.754,2583763570,58941140.31,1832663.359,552033.3161,5695007.633,5611252.799,636029.3712,2902647.98,2801240.584,2164791.078,1192673.872,2112900.841,1746674.609,58931588.72,2946844.145,18386275.61,2789121.936,307179168.5,943745.7438,3446846.909,2157148254,36907017.6,1350204912,14556191.29,2313795.2,28984046.64,4597554.732,114281.3461,2448519.971,2126590.09,1609647.419,592518.7169,110735859,25025443.54,662097.1545,1004726.331,5433768052,209707219.3,Conv
309273.7728,1001376.497,228785.3228,1147055.999,356892592,80645.67728,3476291.419,6516800.806,153881.3694,287636.5494,1140683.083,983178.4797,5609933.171,18388463.81,753536502.7,154335088.8,617934675.4,18163.58561,1038051.83,630071.423,732382699.7,14957320.29,1009474.312,446698.2916,6746248.283,4583460.971,672477.4692,3674609.901,19266212.51,2342845.008,882846.9017,4248662.816,2242164.965,21778557.21,5849310.705,14906615.11,6008975.881,313724823,318754.6102,1445687.716,3753625788,24801948.18,951327582.8,14966220.47,2420497.64,38442620.09,6409031.329,543241.5875,3270546.579,2357807.151,1564656.334,429802.6506,124780230.1,20401782.08,703634.8096,1318844.372,5023676267,125893521.1,Conv
478944.058,1162984.653,173520.7648,1923844.837,384805076.6,71810.59623,12024336.03,6467381.029,134549.218,310949.9937,883344.4459,988426.2479,6547719.819,14529879.81,658038785.1,134845360.3,604725890,9420.4165,1365685.148,509956.6869,661943514.2,8620423.436,1408691.444,474632.0533,11286553.71,4578275.484,637201.354,3371969.214,13920799.2,2863179.176,1656829.399,1785273.231,2035667.241,55580501.43,5830058.139,7629891.845,6994067.796,253719456,484804.1349,2145421.629,2493784004,22409319.85,987222684.6,13035543.39,2318095.082,38992595,6616574.84,1318719.796,3149189.931,1924322.539,1459467.011,534547.4755,121328592.3,21748868.35,920244.2834,880774.8541,4775460557,127952549.4,Conv
1205745.154,5406727.535,247743.7516,2927340.125,653524659.5,255475.275,1552125.416,6794117.459,60090.15573,460372.0994,527724.9143,1140747.643,9233348.803,11206592.44,1003481745,88723873.48,421836486.4,539722.6926,3529.806692,604823.1931,1026896811,12882351.24,3018904.259,804703.2773,19874595.34,12578131.37,493962.5999,14987152.35,513647.6485,1952693.057,888897.132,1283939.38,974636.9125,48411543.06,6807829.813,27067750.1,45656.77744,262699773.5,736515.298,2864719.94,2896283.648,17030804.66,1466251356,13166509.27,1357443.297,20281396.71,2426929.362,1206539.341,60862.36806,2889639.027,1097439.177,980647.9381,64428339.5,22220954.47,1577258.949,531109.1627,5130894250,176799489.9,GF
642154.4157,5967632.706,75367.53848,1198276.596,561239891.1,139686.5861,81334654.35,5630227.707,51739.46779,636293.866,225063.5488,1616492.091,7218763.285,4762467.85,508373117.5,118018271.2,389222733.4,132896.5487,6288.133507,233990.8335,419121817.2,4648837.325,1930212.06,888825.5398,13269457.64,11728475.75,335524.7262,10456963.66,6112897.234,2095407.059,836694.6239,205415.4624,797089.1012,24028147.98,6667525.662,18809003.89,176982.1841,283446528.4,708930.5769,2552987.075,512990178.5,20336539.01,1330354533,9847022.192,1256531.104,21269406.39,2793336.185,1495998.692,4614903.745,1982275.152,1165631.366,945235.4887,66010245.03,13692420.34,1948765.075,605645.8203,5441790567,115557552.3,GF
435896.9392,8194540.061,55946.20316,1604662.862,824597049.6,175616.5385,3505386.611,6505354.384,45995.05669,656802.1874,136715.0426,1103806.299,6878303.91,6704269.022,860829359.3,129447594.6,365760875.1,132467.8717,6023.62994,235105.6836,633797229.9,3385209.853,4205814.806,1242020.445,17570255.6,14579929.65,352884.2195,24857198.87,2930663.277,1067967.523,780455.4237,962573.517,1464438.684,31455126.68,6685418.2,33532106.16,176290.9901,288565600.5,595715.446,3087741.222,3105465.046,19839972.36,1461847822,6296257.044,1177073.05,23482406.22,2975062.018,1452809.532,98219.36294,3196518.965,871510.0333,1120733.709,77468361.17,17932672.13,2220533.074,638827.5702,5179836934,150582518,GF
732381.5276,6310385.898,109085.3743,1452365.335,578122392.3,160538.614,1091059.379,4554056.036,40818.70823,608640.9956,234903.4101,2333882.768,7161339.001,7838996.967,448570730.1,120884081.4,479640851.4,208208.209,0,345064.0116,440505811.3,4715164.052,1880541.099,879835.2687,23371536.99,7154548.396,370197.7343,11204086.14,8619965.113,1446351.176,717122.565,1143850.634,1065349.863,25057630.07,5404259.798,12840612.37,0,219324344.8,751453.8056,2998378.889,10176141.73,14976411.25,1371183058,12204743.24,1133426.988,15776643.57,1994676.972,1611475.966,2410589.276,2231581.923,1189934.8,1418640.134,84885579.3,20703912.93,1922630.214,671206.553,5485850720,125197355.2,GF
