1_30A1A_M,2_30A1B_M,3_30A1C_M,4_30A2A_M,5_30A2B_M,6_30A2C_M,7_9A1C_F,8_9A2A_F,9_9A2B_F,10_9A2C_F,11_9A2D_F,12_9A2E_F,13_GF_27F2,14_GF_27F3,15_GF_27F4,16_GF_27F5,17_GF_27F6,18_GF_27F7,19_GF_27M1,20_GF_27M2,21_GF_27M5,22_GF_27M7,23_GF_27M8,24_GF_27M9
184664.7284,431219.367,718039.1675,298487.1748,3870930.777,197321.9646,132271.8801,4315691.74,3992666.299,4375852.061,3799708.436,4130825.425,4814771.1,262672.3237,186416.7015,295092.5627,150510.5048,144351.2012,781879.8867,1197751.843,454996.2084,690315.25,502695.4315,337100.4826
17479440.33,26132353.31,28874018.84,23402807.4,22010665.85,31246779.26,10636421.09,14374103.55,12019384.39,8304002.353,13338061.51,17746835.54,967495.7216,1709818.155,1546181.254,1079655.567,1867120.958,1344484.765,2014478.264,2866400.337,1898248.652,2171345.221,2067565.162,1996847.657
9611321.328,7170661.857,8991994.329,12308631.05,3912835.853,11780103.63,13093734.56,9796904.348,8941606.551,12356363.38,5048084.29,9800657.406,8136374.004,7333929.644,8826452.147,9809113.092,8566965.011,7793439.091,4357087.043,8619567.432,8431091.3,12026143.65,10113262.8,9994423.493
4192963.682,6687785.624,5432891.426,9420106.34,8025852.34,4931810.58,5798881.092,5644152.874,5304405.597,5943971.323,10472017.79,6025116.739,4645920.792,6280588.968,7346674.255,6865196.583,6027152.755,5639895.007,7706575.961,3416382.757,5483465.205,3740397.726,6989056.757,5846823.97
188093.5373,223602.884,346288.1935,243923.4744,152213.2271,180220.6907,275637.8116,115900.7283,98679.55924,2694671.234,90516.30934,1931781.106,130630.2691,333607.7246,238202.4571,296845.1202,277090.4466,312816.1354,418959.6106,392170.4865,293167.581,410717.8577,316317.5404,229560.1337
1132980.183,2601726.596,5155457.382,2281973.479,1391677.564,1925247.441,2021611.026,520296.8226,410883.5035,236141.3499,430663.9514,624205.7884,755102.5473,2548361.615,1535053.042,2281113.763,1212692.753,1162179.437,8716158.104,9480344.47,5156155.467,7964486.391,5785153.588,5662338.143
52367.69008,241554.6933,490390.8599,390992.6497,170695.5399,331373.9466,177716.5019,174178.3721,170111.2601,49439.40657,61641.9397,223131.0576,69133.18898,292601.7706,335630.964,262842.9997,306338.1624,207410.6569,577935.037,871332.58,410673.9008,435539.0553,396866.6069,735493.5503
6367528.413,4372846.969,5898458.914,4722867.972,4097055.665,3906689.479,11979240.28,10167754.61,5459161.126,5120151.627,3886540.086,4797541.726,1646837.267,7825267.741,8322708.235,7726150.771,7189670.143,6599508.338,10379818.17,8481827.656,7970753.793,12000724.33,4833699.983,9199588.636
1811548.027,368146.8035,644227.2877,2446521.702,685049.8443,669802.0016,469574.73,242431.7575,2667904.495,2018197.503,183743.6587,2340126.942,123309.4447,500255.1744,384365.877,412833.4654,384446.3336,1325029.297,1192223.315,1081511.089,954109.1082,1237871.284,959568.8152,840400.6744
1877176.69,2172375.816,1931750.935,1902409.333,1928082.572,148906.2538,2196640.32,2327254.625,9993379.286,1940986.034,1792598.136,126457.6263,111008.9301,162340.3271,137730.3146,2004266.914,134646.6857,177518.586,2098852.02,127608.6443,150680.9813,105899.8279,146272.2961,178355.6756
285805.4781,625769.1909,2148503.378,2206101.007,2584688.72,3418377.551,470770.5415,247080.4163,1688435.618,218091.1298,191466.0403,1974759.457,1684304.565,420011.9197,1444230.181,1120664.229,303903.3189,195652.2747,835826.9185,2844075.783,339900.7737,444097.0847,1983687.113,255162.5124
6077660.883,7469814.66,11341155.93,2386278.837,1196779.071,1924625.96,291567.5025,1086247.026,1017051.888,164114.9644,463899.2009,442630.7087,980765.5898,632277.1766,1673451.787,971990.2655,628321.0396,1047797.511,788234.8094,911525.328,1518682.731,1092442.584,787669.2592,783952.9309
1219242.173,948491.1787,851252.396,1152718.858,1408032.849,959045.4842,1199937.677,976999.3473,975519.442,1164357.885,981340.1666,993572.6863,1032507.412,1021787.198,975349.439,1248781.207,919105.2363,981702.5965,1144632.124,1089104.146,1193332.34,1126186.667,1023063.286,1058307.601
261945.4273,1081676.839,469001.6206,330762.9234,248043.5784,254378.6303,629517.1191,547261.7585,520695.9493,658927.7354,648895.5759,708793.9866,727949.782,499958.7851,566737.8272,434448.6847,431633.6649,622425.7938,426071.9699,350532.9865,495314.6246,448127.3627,787501.1212,438004.0664
3754370.36,2535720.137,1504916.132,2240934.705,2503012.845,1664472.776,1288096.11,2162541.111,1812884.861,3944763.572,1180824.01,2582821.655,2891899.276,2082804.233,1954465.665,1356226.39,2036848.426,2331029.987,2035504.774,1771527.473,2333421.632,1866399.643,1932136.85,1369622.442
218458.9579,1903031.401,427125.5155,405746.9441,195870.3535,363377.7871,167329.7093,221999.3791,486906.5204,134796.7057,252049.6669,450288.1377,585167.7971,168776.4488,350757.0429,150550.4841,411253.7244,141892.4978,810560.7481,197156.9045,501838.0249,179073.6287,162429.7641,330069.56
943850.9292,1754678.259,2055865.562,2108681.481,1839353.113,2727435.192,1391448.838,2794872.439,1636333.773,1047754.574,1443971.915,1980781.486,1657053.334,1643504.341,1643427.423,1370426.043,1656467.094,1999111.639,2728420.109,3965801.807,2567977.438,2663047.557,2609542.624,2516141.104
469785.9362,327540.4071,219521.7664,497190.8146,357439.6436,251520.4693,699091.0671,106157.7897,89455.84846,247944.8354,67715.30722,290427.5908,951460.3646,1033475.712,1701494.392,1650602.298,1022639.835,1522797.299,1048161.253,929980.6376,1049133.174,1371321.742,1576683.322,1394935.749
497709.7361,248300.3518,878743.3085,954238.3746,413787.3723,275644.8291,370254.4216,1389203.802,711428.7239,332729.2672,894543.7519,961250.6993,1075475.236,1377766.996,930968.4364,945053.1234,476578.5449,1458575.419,1008607.966,2103194.551,826142.4994,1114979.435,908003.5649,690519.8451
362560.3351,522921.8994,341644.6221,390076.0037,284845.4873,286987.4329,651580.6903,710241.2822,988545.6074,549650.3172,1239228.382,630852.8445,262115.5534,351085.2527,288751.78,484728.5635,494418.4161,277177.2709,249190.29,397577.9037,457710.2109,412884.8186,417275.3211,440608.9368
682596.3986,600704.1536,380164.5523,639464.621,539116.2872,628868.0335,1021664.785,889368.7002,872042.1504,600617.8686,735343.841,988935.4735,941486.0234,555794.8509,690167.895,601016.839,951097.8522,1248906.848,722729.7644,662954.6981,764728.7013,650272.3593,837175.1712,908535.1207
772576.6341,577000.7785,461355.2534,635035.5604,613854.5596,605302.6695,703670.3977,535676.2589,869646.5941,651046.1021,688209.5689,738133.8929,710403.3069,713871.7469,591132.8926,691873.5229,724740.8521,529114.1041,720043.9991,651667.1755,658071.2919,619263.1332,674231.2893,832375.6695
5326486.285,7142931.473,7299979.946,2944878.183,3200948.116,4025611.162,5076720.111,3965900.051,5027818.859,2897417.537,3418639.739,2060937.445,5644491.567,5706655.525,3450363.268,3050590.82,6018290.306,4904040.733,4546759.561,6468856.694,5606392.591,3508550.154,3279375.08,6020859.59
298761.2722,314078.3675,219546.8217,355215.0624,236667.5747,280856.0403,372182.3266,310006.8867,430069.8384,526399.6265,545736.448,278428.6484,542659.9913,1004160.561,1734772.535,1916598.832,1747447.404,1295551.499,828334.4825,634687.9682,1086316.626,1198731.503,1007834.541,922161.8744
7311389.47,7599765.2,8460535.508,6493680.725,5007043.702,5651765.31,6899583.296,3357261.855,3277267.45,2699638.143,3117354.292,3484583.422,4909672.781,6914006.833,6889022.231,6974602.558,6686369.597,6874262.645,10435784.09,8804587.531,7282907.504,9520815.587,6843808.094,8268520.805
8754.496578,180539.5646,77317.52458,19702.28965,0,7076.766571,0,66570.02432,16257.76101,10771.51795,8622.696609,22784.50074,700594.9254,447587.505,343494.3724,222540.5801,326001.343,209235.3474,325950.6585,741370.5097,532700.3248,499476.6111,245623.8979,649037.1876
805156.5051,2427139.755,1844660.659,640439.4335,710040.3398,688976.5427,494901.9506,495025.1686,603467.5369,423963.0025,435965.0389,542572.4346,458503.8745,508756.4322,419750.2515,253257.0488,638918.3506,318263.5329,655493.7567,734109.9942,844175.3806,510053.4663,756997.813,668901.8936
1104273.344,1210360.612,1118360.519,260931.8422,338218.98,889084.0921,671618.4009,5054400.975,261016.1226,236108.2723,476930.1058,868490.1689,866715.334,1054552.55,509721.3685,1736749.308,1066120.051,882263.8279,1333352.276,1528612.853,680828.8111,1294584.064,705032.5139,695809.9568
115597647,121701726.5,143575412,109878873.6,110934622.8,142244048.4,172693722.2,218157482.2,166411149.6,99359782.37,200017182,233247042.5,199929557.5,138040986.3,145022452,163972859.5,411958336.8,139615189.8,155274244.3,136887658.2,150964799.5,184383855.2,152263633,139519318.5
21717032.99,51072253.26,76695767.69,21552767.38,19550360.53,26224546.81,17649171.42,14805007.14,11005472.91,9336450.681,9421543.274,10974030.02,33439483.59,72294066.01,48398118.13,57085404.68,54841953.38,65505238.95,77006170.46,134837989.1,71957062.25,65268606.71,59382473.44,81074855.64
3300566.411,4458647.773,5819698.047,2013268.136,3526684.907,3765760.16,3821922.084,3726917.403,3316374.569,2757153.572,3471603.33,3535782.683,3892903.545,3963306.205,3102385.637,3393310.338,3495910.043,5270453.608,4788667.374,8775479.508,4182778.32,4131715.187,3991027.915,4979428.702
1679941.369,2662030.847,2821934.004,2270883.591,2082888.307,3203444.97,952898.7983,1324697.22,1072896.457,674352.934,1209896.01,1635984.817,1165760.236,1238269.691,1144670.276,1300523.781,1626079.59,1338426.776,1332027.075,170475.8847,1354328.293,121441.8653,129449.6997,72609.47494
2243662.371,2852123.615,3703557.271,1866140.522,1757688.94,2001836.599,1975401.79,1693717.842,1297015.948,97944.22047,1207834.331,1287590.306,2300848.92,3121158.912,2735488.116,3361244.801,2604817.324,3036185.777,3913210.263,4455894.83,2724597.337,3441954.231,3454099.995,2566768.918
192046.6159,417306.8137,776586.669,358091.336,205405.1847,297736.1257,298005.4134,82702.38941,73588.81281,0,23909.28129,101431.4024,91042.94106,435835.186,235616.077,358502.4355,155636.7559,113683.062,1500642.193,1577720.522,825306.4005,1354994.653,882934.3677,881556.8681
656800.6231,210844.5986,188754.9449,82126.31516,484100.2924,91876.25781,667715.98,607331.1223,618655.2492,499332.1335,580675.7719,607280.7503,412809.1936,129150.2171,138213.9773,174017.2418,118630.2067,574029.3259,163145.6858,236545.4178,170380.7852,198433.3586,113688.9183,204973.9524
1410568.67,1558749.539,1953110.144,295534.7329,2504536.774,724154.7208,1645213.487,1761020.354,1165015.423,1573424.019,2003509.475,1214624.578,244354.2827,4435129.554,318282.2933,2189210.858,2854592.183,2007569.399,2172034.522,2701649.043,392962.074,3482188.343,2022234.521,2747086.767
2981718.15,3613346.124,2088484.298,2223819.472,2657079.105,2387887.367,3875665.131,1978085.125,3346078.869,2346656.303,2344020.545,3178554.105,4365853.198,1689008.069,2830263.15,2018188.636,5203816.909,2675371.053,4261326.625,2149655.65,2895717.828,3539458.783,2400849.097,8659923.628
1824057.786,2262380.318,2153021.701,2008555.69,1900457.509,1919719.548,1746511.388,1906157.691,1924575.392,1690283.789,1823021.768,1746523.566,2077479.596,2002872.687,2022644.598,1923660.716,2076883.64,2005705.921,2095207.63,2056098.31,1965078.427,1904048.759,1996028.689,2168593.29
6169640.379,7398488.049,6006637.196,6227563.086,5800104.832,5668309.42,5041740.619,5832064.067,5322381.373,5584234.578,5737918.395,5464458.323,6604058.887,6622532.956,6431392.359,5800731.742,6786437.544,5908078.082,5725754.96,6701520.655,6132056.305,5884157.525,5351166.883,7243312.426
119681.4358,785697.1787,3709568.899,2979567.258,2950763.317,3711811.384,401744.4546,440710.4522,1872911.716,2522295.532,2111193.068,2287622.162,1813998.922,333754.7458,1542802.343,960988.4486,2536112.438,2520514.83,841484.3119,4237077.767,234678.647,470395.5688,2291951.282,2517846.045
10171596.5,7941987.548,12669118.45,7989131.541,8297970.916,11076775.88,11070937.56,8225665.716,8259312.769,8494394.825,11522788.7,10428276.82,8562653.181,9746399.747,8795072.968,9920409.325,7975399.208,7495573.817,8107959.703,9273173.086,8952724.359,8372705.212,7819449.268,10263767.6
169848.9951,133186.6639,171662.8387,152003.8496,257137.8767,101495.6941,185965.9441,220809.4487,157662.5516,98240.90055,130669.1723,191871.7438,326704.6929,350517.9931,343652.0134,287929.0223,245390.4203,326021.8338,213843.3529,163486.7892,195331.5868,256688.8118,247024.0695,213836.2628
64102562.73,55754368.22,47505335.85,47350885.67,51806776.32,50169571.53,57060436.28,78301943.97,96367855.69,93479657.33,74930172.91,65666492.46,105354677.2,98787086.44,99079202.69,107333791.9,127039507.5,93065565.6,119567268.2,105189546,103947415.4,91189533.04,108929538.2,113301722.6
3382275.991,3770541.246,3469673.803,908964.2131,2696045.292,2799170.471,2766206.925,4810984.72,6078582.356,5463736.678,4721662.935,3569356.64,6536951.361,7229915.483,7325983.349,6355288.222,8575707.064,6592602.972,6478813.144,7190821.297,6773995.359,5067181.908,6817065.724,7923260.797
99954388.43,116907312.3,114771174.8,104170802.8,103059393.7,103774695.4,103304198.3,107633317.3,104482080.5,105299431,104076395.2,104213338.4,115951943.7,117291057.8,107540840.8,106024820.1,110106016.3,105762066.3,101013756,115314376.3,108910903.9,97810616.27,103988047.1,110939976.3
23060902.62,19406805.97,165298945.9,18837708.62,52823102.84,114840573.4,111950467.1,51577281.28,55135014.49,46266218.1,125872441.8,55982355.56,32655823.34,137292760.4,59719234.89,16743039.01,58490100.31,122513013.8,34193836.59,63429416,57837899.11,51255116.61,12133165.26,14727919.15
240706501.6,343474297.3,351858431.9,244036721.6,252966646.6,240352835.3,263582111.3,298785250.8,248996154.2,263924108.8,273062756.9,292821580.3,352978414.9,323127765.5,293959902,250019962.5,304412627.8,278309513.2,240036372.6,337051152,254236776.2,238807152.3,251169884.4,295761086.6
7813692.299,5373869.712,5476291.153,2050126.532,7556417.939,4046078.911,5368894.485,4415916.843,4210738.918,2750702.757,5250148.162,4207984.922,7019186.597,2542387.011,4171699.987,5329838.951,2019837.486,4169146.379,4220089.661,7043955.533,4769925.234,3948226.343,3998038.534,11494298.43
5367834.442,15941659.21,8626374.284,7310188.653,5201273.58,5866518.676,5636237.922,9212475.155,5896469.771,7255064.53,5985840.855,6946319.451,7011189.514,7615991.906,5842520.957,5114814.761,5231789.63,6617135.942,5141992.719,9660331.958,4836793.246,6812903.196,5854951.792,14430350.29
265942.1029,2399196.74,7275566.946,1927335.825,2568933.627,1572623.877,2411682.314,1129859.568,2331694.962,3718172.343,3775869.763,1590600.554,2564726.598,5575614.498,3833982.27,2185525.132,4659527.17,3327555.717,1801731.85,3189976.107,1911298.204,1791298.246,1862476.202,3072528.992
764485.3728,1558679.203,2357826.452,562900.2374,680757.6021,589559.1909,579193.4018,1384125.874,628053.8755,1101837.016,581132.6875,852282.0677,1669789.403,1762915.15,1097940.883,693765.4533,1353031.539,1081619.936,745425.6584,2201015.415,962733.3493,852078.4933,693593.9483,1048687.264
763931.0815,615676.6371,874878.5893,743850.6847,619499.4429,765686.9629,631513.9102,536330.2833,607954.2714,399157.3107,640031.8592,574356.4601,811921.2048,687586.9287,845781.2238,788392.259,965226.3259,897514.0357,794254.5524,913483.6027,771798.9274,973442.515,922001.8579,667057.14
191335.4582,189327.5962,396968.66,369884.1921,138259.0422,1792775.727,231191.3269,260532.3593,1756772.855,576260.5204,432958.2132,215424.0886,933094.5236,759777.8942,854511.215,1101338.573,955954.0025,821867.7288,443932.3201,851639.4882,539409.5469,590320.3645,648320.1529,684069.6619
1489843.867,156687.5845,113927.4446,1379444.626,1610183.118,1595124.98,111938.6797,1947399.566,188247.1601,171124.0498,369373.2569,1692276.537,317036.6815,617660.6517,985755.0139,1282018.76,995713.6613,747093.6545,354969.9004,382647.1663,615663.1441,535007.858,1602448.109,444308.6454
756121.088,1952654.558,673910.8199,1399756.355,1254670.374,866117.9394,491872.8976,1154864.902,991492.865,471463.7151,902751.8633,781359.764,792423.6557,924521.4034,1154444.121,780094.8073,1040838.431,738831.5979,455881.8518,870820.3697,813065.6208,731174.4499,1224205.295,761213.341
2267098.353,98694.35336,141915.2956,2133604.432,1554185.895,1820371.066,7013867.969,873113.963,2578982.216,2533585.305,1955567.713,3699410.381,300339.2867,135322.3559,871098.6794,3617691.17,1964951.183,1139790.766,2889996.99,111234.9962,1432939.969,3875169.047,3015800.28,188856.8167
1393551.876,7361877.229,2353622.687,7050529.513,6594901.199,4465042.87,1432140.415,3425214.37,2922059.988,381485.0553,3434065.508,1599736.559,1753590.244,4807049.319,6612820.199,4236746.59,3837203.85,3052034.078,5050333.559,5195475.971,7204634.528,7717447.553,8349621.762,6049681.076
772104.8269,887521.1957,869648.4923,788377.3165,796437.7301,853736.4601,772275.0251,904034.5546,867372.0044,852707.5114,804201.6813,852777.4276,824061.9641,849410.0108,925553.7285,929109.319,789164.7699,773381.0766,847274.2207,845801.3715,901558.3998,791949.786,884386.4737,864629.6416
4321015.35,994927.2652,289464.725,7614936.544,7188179.093,13141564.37,616363.0512,6107630.539,7750273.989,531737.7735,4961999.657,5345457.672,540933.7734,593569.5999,534674.9126,600366.1747,701884.6752,539145.0307,571515.6292,624229.5641,583495.3953,529474.0171,432461.4864,150214.5822
7180355.859,2652865.576,1125094.228,2200462.511,1061912.591,1087603.276,7504237.489,940350.1271,674084.1137,7814608.436,566009.3497,8245414.211,828970.4898,1984357.895,3460300.574,1128789.224,2969820.149,1947707.035,3379717.546,2560032.36,2428332.525,3005889.365,3660630.306,2992897.595
269463.2309,180073.1005,93217.73063,49941.29212,37453.13683,57105.6366,108953.6098,83206.18499,31100.29931,33630.17348,28786.07851,73361.65848,97338.41558,312493.6484,197299.587,304861.4598,261865.6794,394277.3287,318853.7829,540065.5227,256688.7084,225310.2818,126666.6217,187036.7637
9698481.697,10289166.87,12105237.97,9049129.422,9348506.835,11799277.47,14610035.24,18319782.88,14140166.76,8266083.13,16757910.28,19544937.85,16765976.7,11587555.21,12400817.2,13968477.37,35841514.68,11524778.16,13012076.98,11607387.54,12873609.39,15470357.38,12671129.59,11801553.99
437769.4433,2381944.04,599182.2276,2072027.856,2176890.813,1193383.726,323920.0948,5007715.292,341047.7908,3691537.401,4218702.331,495150.8366,728497.0629,1643823.158,1872633.356,1134198.958,1672003.756,1288007.362,1703984.805,1363996.292,2082497.89,2087172.244,2285150.095,1779348.07
412231.8998,282486.9295,247705.559,2692260.635,335123.1571,1072377.941,279355.1577,459315.5974,123949.6562,312041.7753,145934.0947,504603.7031,168790.9988,469414.1857,3684143.082,452432.0263,3932870.169,3191675.116,512779.9155,7491957.114,329175.3297,540767.8664,317406.9739,384650.0235
8184517.862,11646928.32,6637647.159,4173130.203,3041410.489,2711067.857,2752592.422,445082.9019,460266.6628,488833.3842,3306063.938,615179.8555,5856230.931,4594445.324,3561707.142,2830561.757,3901936.279,3395290.354,2638156.645,6887388.25,195542.1181,2778488.606,2782518.842,4062095.693
1693909.654,4259818.582,6383943.18,1821331.421,1481866.406,2133325.368,1431060.351,1079089.992,842248.8138,717214.7053,700191.2366,851428.9383,2714465.407,6122480.974,3982560.957,4756133.478,4670163.578,5393042.643,6395082.96,11537912.17,6179592.81,5482985.068,4885808.38,6920210.026
169353.7708,236035.1614,248879.6679,190896.0856,173807.1434,179085.4735,98954.86513,189305.2462,146543.8473,114940.9968,124621.8602,127909.8603,100590.053,238272.7588,168524.0478,270621.3483,134816.0533,259081.0079,244103.6083,457752.0037,129918.8354,259509.6893,226371.1161,138760.6357
706219.267,1215680.371,339023.6365,99566.09427,78284.19225,109383.5609,103393.9273,99300.80215,38957.96959,19436.1144,50756.87245,69617.88246,161874.6121,349302.1697,137359.0678,159487.7202,257561.9965,215674.2942,266346.2402,447474.6467,240730.3659,312910.9444,170024.7878,287671.8736
1252086.255,3641848.669,891292.781,5297832.599,3617839.517,2353478.123,633128.7166,978391.536,839329.4592,280043.7529,904701.6458,673935.288,1908945.902,4231980.322,4899561.999,2704414.319,4157195.182,3423879.661,7816617.709,6581343,10109670.73,9658578.736,9033412.235,8321276.788
1426407.44,3084559.932,4306415.952,1617208.955,1395525.082,1716992.719,1434245.466,1540901.696,1129195.107,703451.7233,1304489.649,1313456.456,2375183.795,2722897.676,1935794.15,1889456.789,2056733.354,2097096.707,1795892.233,4337011.125,1954569.306,2123337.43,1931933.029,3342973.791
2138849.014,3193477.057,5217848.13,104028.5016,87278.12004,2229827.521,2283117.045,2780377.822,2248943.958,2158845.509,2399513.884,2159592.252,74621.28818,313207.7439,381427.9825,130556.1921,2538133.688,310083.6706,422356.7082,189172.6886,464980.0406,465813.4088,374027.2374,378012.3237
613079.5777,734603.1005,554717.4329,529150.2636,532445.5151,463400.0862,408332.7099,475623.213,463454.6117,449116.3674,232356.9344,166416.4486,549576.1907,593747.9234,644008.2823,507519.5778,692203.7641,543726.3201,474821.0001,389371.964,472058.1987,573259.809,476444.9479,521625.182
140034.1797,162563.7752,146724.9914,139069.4456,106866.581,147824.6255,98754.92909,103664.5506,94033.02881,82897.47604,115898.5049,101339.3143,163243.2326,185178.1495,188161.849,102033.1267,164558.6977,124693.1906,159850.0207,156740.0787,137449.2313,140666.7812,84996.52989,136263.5111
426596.0954,642068.5847,648501.9358,395465.2534,513556.6968,212903.1424,31772.23078,477916.1356,0,58078.47926,122897.5618,0,724512.8086,1013610.982,471594.1075,368781.19,436644.6849,483451.3126,214465.5361,871884.4767,350398.4593,372417.7846,315885.001,690225.8197
33352088.44,36942489.41,34932639.58,38452229.21,37675542.68,37378130.87,44363625.74,38688116.3,40679042.53,33650246.84,45785661.85,36437222.41,31873963.9,38410783.52,37748362.29,38803413.51,35109557.89,35646236.79,36453501.01,36743165.88,35695720.97,36636972.9,32219952.8,36531265.43
39558648.11,38700123.68,38624409.27,29609924.78,28983380.88,30220131.03,34183736.89,41111942.38,37979528.7,30247815.53,32777808.34,32678319.37,37202583.11,30589867.34,29869149.32,34448819.32,33422201.16,34797749.08,30129549.84,35242074.15,31814044.05,28647879.23,29090951.81,31890604.84
7831295.99,9023672.873,11025757.93,7544327.764,8047187.205,8187488.802,7890282.105,8377676.904,4328731.537,4503977.804,5300199.355,4785999.257,8882590.595,8572136.722,8387818.075,8112014.654,8783475.806,7411942.224,8633465.897,6609942.348,7991688.85,9235719.305,5948770.159,7726178.188
1770487.373,2032467.476,2272707.729,1466219.274,1667859.893,1984075.478,625267.2465,1066700.527,1087869.791,631529.1026,1585630.197,1424826.479,1925980.944,1677232.015,1667454.387,1228485.243,1371754.372,2120091.441,1296329.354,1453066.62,1470759.264,1624489.783,1698797.912,2156911.63
319471.368,116658.9694,229548.4444,282220.9504,299325.2209,534581.9453,624374.7869,600974.1607,535223.3882,458094.6191,634885.6926,283995.7796,424715.9757,468061.4497,205718.2815,282809.663,205133.4828,473998.424,121802.1215,268803.5016,335661.4795,612545.6894,260105.633,260403.8728
1831293.292,1516720.043,586106.4451,2337643.049,2054953.018,2000841.146,2786494.317,2022123.466,1527637.786,2113624.288,2032705.181,2567222.299,2479762.801,2394051.31,2270181.453,2301299.843,2000553.82,1806888.802,3755371.707,2659126.264,2740515.476,2889391.209,3121512.734,2426569.679
882225.1391,1379854.307,1399043.949,1046647.678,907914.084,778905.2183,900255.7839,1233742.309,961778.5005,698851.551,1021586.705,924393.4379,945073.2689,1218121.469,863284.4176,805954.9696,1332287.895,745110.0828,617964.317,1315524.738,1011390.827,870200.0041,850067.2546,978605.8389
1208501.895,1595274.401,882846.1416,1356241.226,1191003.512,1123555.628,840089.961,1463673.781,1458061.546,1796146.771,1186804.571,918079.9686,768160.9691,898081.7334,1296210.13,1034753.033,1540034.151,729843.0479,1198227.788,1189269.451,1241624.962,1287433.236,1368661.961,1346436.752
1752746.702,2723468.547,1666104.092,1630636.149,1542012.439,1364992.559,781879.8338,999018.1572,696724.6098,641742.9308,815946.3425,603198.0074,1157813.575,1291868.517,1181339.89,1277971.674,1350107.038,1022986.582,1244940.389,1187993.966,1631431.738,1481948.06,1597011.021,1193768.137
4343815.999,3283516.186,2943128.088,3208924.064,3555548.531,3214211.405,3610446.467,5054795.8,6328095.051,6121141.396,4653789.447,3764626.684,6698899.812,6908749.446,6795257.67,7441859.109,9049007.976,6341219.143,8521949.294,6904431.452,6564928.95,6548824.784,7341489.256,7974530.784
10887561.8,9207635.872,8832844.85,10046677.2,11221993.22,8658983.083,8693175.722,9205023.65,8879335.19,9926150.916,11524882.65,8274906.518,10897264.55,12799020.27,9777741.288,10437842.07,11466094.49,8985350.727,9002208.069,10889437.66,10115890.64,12095187.84,10706865.37,10578074.31
11975062.35,17469921.17,20284890.75,14895517.84,14154001.83,15318491.09,13666531.24,15912982.84,12925403.32,12253945.27,14483260.64,11688423.64,17734811.07,18518178.21,14248811.46,12504986.49,14523012,13714106.65,11366584.34,19095786.85,12291022.67,13033243.08,13704354.98,19898353.62
337946.0308,664456.8678,824579.5382,296263.9446,294458.117,336014.0696,282811.5936,183457.6797,194224.6179,328936.3485,150280.1771,214897.3589,528152.7789,153594.9488,450067.5031,569215.6929,556137.9806,536002.8092,211786.2191,171603.218,542069.6298,560101.2615,374716.0485,619674.7554
194297.5304,476334.1165,450989.9302,503690.2661,228794.2616,350473.0996,284586.8487,432496.7879,270381.1437,556834.9945,295036.8504,508088.0018,178559.0311,228711.9848,278016.3707,374007.9069,203348.7294,301902.5451,388320.1685,462845.9711,300442.1384,344782.6973,486355.2996,256449.3705
522196.6911,753681.917,1129155.942,695199.542,541524.9452,562719.7137,616698.5324,309533.2863,295798.118,273521.8474,325662.5174,313806.2947,499678.9906,559059.6048,471567.3872,465107.0631,436737.9227,409369.554,1221180.104,1333942.843,887959.3853,1214696.528,918798.6542,1020337.335
218215.9446,356808.5999,598123.0845,318628.886,378892.242,373072.3868,180412.5034,350616.6731,329509.9962,332805.0664,345450.0551,198544.8723,496964.7119,280312.8492,288768.8784,436734.8482,244373.885,421280.236,525770.6423,606198.5097,339135.5981,520969.4719,258081.2117,416118.1894
1392029.268,2232945.283,3200887.579,1219174.429,1198891.636,1312881.994,526585.5104,629455.2077,374267.3353,544959.8217,364250.4371,238387.7771,1174074.625,1425222.522,1060852.233,1164843.882,1441922.81,1485026.899,1432039.845,3330627.351,1400282.801,1333040.707,1324648.254,1226455.595
871938.1772,1032698.723,1115382.743,807531.5537,843061.3556,1109123.505,1378875.396,1718572.333,1313493.484,768712.4195,1659423.201,1814772.917,1618552.151,1035751.089,1142584.038,1202979.578,3438508.508,1147020.706,1219674.803,1066869.32,1178097.504,1385806.539,1228301.864,1121166.473
1543423.502,2373478.989,3227441.276,758493.6048,585129.657,947744.3681,1166026.343,2596745.525,4033635.232,3995658.463,4214640.378,1411034.582,1926397.98,1501177.906,1376143.005,1164474.234,1476887.74,1370513.151,1310950.074,1954115.41,1756127.213,1323166.409,1361223.957,1915116.821
543149.0808,250540.3244,452429.3485,849558.3404,542870.9845,148927.7794,339393.1418,516295.4926,931919.6406,185453.8875,661848.2104,382026.816,196730.1521,282550.0415,229849.3948,291620.9205,269181.1273,302753.1888,438312.0471,754489.5227,242459.1983,355558.5367,288869.8209,527842.3474
1584751.605,871761.69,1078774.36,3338937.78,1693830.74,592620.3094,1466201.302,2285916.806,1027792.597,2750016.247,2682760.368,1360722.702,2654908.721,1852800.789,2393533.16,1923279.376,2441897.185,2339715.899,1924755.818,2793968.731,1901684.295,2430714.97,1900247.697,2175442.532
1417237.645,1887213.316,1134214.025,967672.3406,583673.6942,541645.2149,604155.0884,661619.8101,1100899.062,1351908.099,876543.6985,554396.6819,705846.3006,705613.0254,630317.8949,563865.9128,695306.9585,585455.8065,412257.5503,631151.9897,469235.1645,634873.7076,659994.5951,778016.4397
