1_30A1A_M,2_30A1B_M,3_30A1C_M,4_30A2A_M,5_30A2B_M,6_30A2C_M,7_9A1C_F,8_9A2A_F,9_9A2B_F,10_9A2C_F,11_9A2D_F,12_9A2E_F,13_GF_27F2,14_GF_27F3,15_GF_27F4,16_GF_27F5,17_GF_27F6,18_GF_27F7,19_GF_27M1,20_GF_27M2,21_GF_27M5,22_GF_27M7,23_GF_27M8,24_GF_27M9
163781566,119308429.2,103315340.7,97985117.23,106075009.7,106056561.3,94934273.1,133570780.1,131214713.5,276961820.5,116400491.8,109638038.8,162983033.8,158514779.4,157269000.5,151599847.7,179599620.1,146979664,165089559.6,148109101.6,160195590.3,137291745.4,157260767.4,163014657.3
2512106.1,2708287.681,3148077.61,2182701.334,2074444.323,2130812.03,2151886.743,2008523.117,1858750.121,1895162.423,1979252.854,1963761.131,3026911.413,3407458.545,3264739.862,3735789.238,3340995.594,3900726.478,3783082.87,4475109.951,3293459.703,3448196.088,3473861.005,2806362.727
30850994.96,23039500.72,18350539.24,22468618.98,17215678.36,551921.4418,16733016.47,30511529.91,385967.0456,62372885.42,25876155.89,14334143.39,35337367.15,41688506.95,28419264.52,22558198.14,48548221.46,37705347.73,27013378.41,28094056.86,24662603.15,21096344,34409416.22,27446189.93
493856.0621,811270.5128,1251443.966,837747.6745,542258.4959,602510.0075,906882.2511,330417.967,331803.0811,230545.4148,186866.9694,259255.7734,365262.0718,771932.4082,623901.2295,784044.79,492483.1547,475360.7078,2269638.434,2383019.026,1659737.317,2282318.248,1560156.34,1545082.515
2450514.459,2804085.031,3467220.62,2504409.251,1481960.064,1515863.68,2125410.571,1728150.31,1583213.19,1888011.085,1535477.684,1650156.996,2184562.223,3244855.325,3124227.226,2446086.582,2200626.558,3334955.705,3235134.336,4150779.695,3105061.846,4161453.835,3483226.485,2717618.511
2848709.526,2726804.168,2951024.621,2374807.921,1275571.881,1268054.421,970192.0422,968300.2818,1104242.769,1153704.008,1053221.363,1138152.888,1467589.134,1587359.666,1393985.475,1637738.555,1502942.816,1745186.942,2547754.561,1570157.268,1487756.154,1807319.376,1973523.517,1688463.398
685945.5241,288544.3663,145273.8921,361468.3955,344362.6224,207052.067,162770.8983,194501.2675,334972.6028,707189.9129,193159.6769,183056.1039,499596.9429,650928.9982,813058.2193,724229.6491,826167.5364,563380.3746,462302.5264,365192.92,603429.5577,368372.6249,378087.606,509010.4821
3218310.185,2068122.44,2477363.618,2000893.989,1776753.233,1953042.193,1823348.021,1303226.462,1355504.371,1396192.055,1322087.885,1332851.001,1645930.809,2148435.464,2025277.711,2354081.984,2058552.479,2443071.007,2709068.934,2877580.323,2531471.248,2700686.445,2540043.023,2300012.748
4450061.322,5301721.885,6280917.763,4308695.681,3783059.578,4398060.431,2753803.783,2193477.635,2053821.398,1848780.866,1795489.873,2347381.21,2192473.956,3477842.74,2897793.942,3824674.801,3262620.457,3522063.331,4359765.387,4492269.419,3332043.3,3934684.956,3807239.994,3760440.773
118118.6861,265096.5935,307594.1792,506876.1015,656677.48,498152.5375,636789.4799,169226.3879,570222.8891,591963.4796,587294.0973,700867.1371,405456.4982,354916.174,277771.5774,223595.5389,255859.4853,232845.3454,206856.0065,395077.5747,195063.7753,141660.5691,112214.0485,335670.2077
17770559.72,9926010.479,11035722.04,16959984.97,10905639.16,13202106.45,18013919.73,12796711.57,12872560.39,14882999.21,12725713.5,13499919.75,12450268.42,12443479.07,13222869.58,12728605.04,12817872.59,7815172.77,17690821.44,11926043.58,13942114.25,17617776.33,13366826.56,14310123.53
12917291.32,12481939.79,11443346.65,16469689.03,13174580.48,13010664.88,16413595.54,12965589.13,13947845.9,16840950.37,13243666.07,12676913.95,11447468.82,12061918.5,13132308.51,13841738.99,12490249.36,13108047.6,17327530.43,11694975.4,12258098.13,16989404.68,13771570.82,11904197.49
195610717.5,63786151.64,56371298.38,147275042,61211359.02,61780885.33,170021653,59305400.57,67277853.95,162605333.5,59225693.75,62427160.85,59594320.65,59476729.15,63027010.09,57238391.43,59250066.88,60163278.86,171552350.5,59080549.66,58923974.9,169288721.2,57529834.99,59396207.12
4445951.743,4730218.984,10515249.56,5136960.596,4621790.16,4317381.858,4684832.984,4194835.948,5320953.133,4469138.308,4090357.286,4469823.704,5901909.224,5625610.909,5052465.7,4624000.192,4128999.409,4425571.825,4500116.445,4306385.891,4066400.678,4876056.454,4101671.152,4312693.183
2148554.306,2678297.843,2776090.699,2383408.456,2082532.799,2225782.111,2394903.275,2128023.109,2486119.377,2338717.651,2528716.39,2302675.551,2382604.351,2800000.896,2288528.824,2438834.005,2302194.951,2132295.033,1861568.801,2670921.214,2471900.723,2547449.661,1662563.463,2419118.836
140977876,63240080.41,65783394.7,156394949.7,76670081.63,73182936.4,222256069.6,79808516.07,69813522.07,206154976.2,74737669.17,76029023.19,76922487.75,54223427.45,66169049.92,71219770.82,73582416.53,65065558.16,175441852.4,57503708.19,67215825.76,152344483.7,61490062.18,74176171.45
5290484.732,12714465.75,11320417.41,8087504.026,5718820.603,5953335.589,5316825.421,9897148.193,9187399.997,21669119.75,9791984.732,5959802.334,6800400.288,5845038.745,6353326.473,7209967.355,9629259.774,7934108.281,6573713.403,6797509.121,7312010.92,7277146.298,6578483.931,44209587.15
109024415.6,63138573.91,56046851.15,118307537.1,39383232.3,38006604.58,95739773.41,47448900.79,37644969.67,120224708.6,36917230.53,34154275.84,66817606.9,61475169.11,44642858.35,61325112.49,43635032.49,43397591.38,106650256,58714448.31,39531517.01,115843247.1,39773090.69,57443513.11
4218500.154,8125621.351,4169195.585,28350115.97,3209684.86,3446142.053,3370871.024,2522334.209,2732181.076,3285609.052,2644281.073,2625603.542,17455217.47,8073077.238,3326145.175,3218306.529,3730142.301,2796689.976,5527459.791,30617347.51,19624140.18,4621325.651,3005569.586,5674713.77
1371870.915,997083.6373,17139616.83,8111762.923,18531004.7,1839149.02,17385677.83,7843037.397,10896722.22,12433210.55,11186163.79,4010218.821,10625481.53,10034100.19,11091150.35,2036265.147,11184732.6,12445181.09,11347133.14,9699777.401,10877976.65,12998626.27,24032245.01,8101852.975
1140612.742,1422756.288,657790.2717,1721223.006,1244995.796,1095136.287,1474808.429,1679921.007,1395301.39,1795849.259,1692767.036,1572670.904,1264349.233,4446260.682,2895418.118,6748684.142,3450627.233,2331184.014,1752774.311,1497195.409,4421232.446,2692965.614,2990864.871,2336035.19
11847845.78,7227721.039,4056767.065,14214168.81,9724013.874,6899903.938,12692039.48,8075377.162,14691575.51,9568807.084,7523162.482,6650516.684,14302770.93,17165696.08,25427665.31,22222027.87,25123173.15,27105504.02,15762786.14,14551655.7,19621146.57,19149863.18,17879511.46,18629635.01
5478607.698,4327539.165,2673855.709,6365783.374,4102197.447,2541038.582,6603727.614,4120599.082,8407926.559,6236545.281,8286357.756,4896008.328,11588487.89,12402774.61,18077140.13,20084264.44,18841518.4,18972594.89,8965920.688,9230032.516,12969570.37,11499186.67,13006859.54,13169609.61
266431003.7,71694258.26,105273798.9,260001035.7,76827459.65,88955433.4,259113958.8,121182691.5,71093990.88,321064703.8,129878955.7,123024588.3,96188131.48,84169584.99,126200791.9,77749750.87,123183284.5,84910430.72,316693483.7,73190106.04,130356414.1,338843472.5,71816024.99,106750267.5
161952915.2,61142465.89,67422409.56,143965661.8,52911160.02,53332843.97,166767794.4,72810425.58,68081804.27,179608745.7,71741063.76,66307985.03,115038660.6,52491071.25,120287163.4,116509850.8,49756128.71,49539824.07,294824013.3,67695908.73,117438823.5,177983332.8,53397937.47,122404654.5
1038421.498,1229270.573,1588747.614,996935.6568,884550.7361,958062.0281,903759.2914,794834.6289,604467.4916,309657.4933,669018.1556,495735.2865,752442.0908,1086533.405,1023069.866,1164978.276,1033082.91,1015934.496,1225407.739,1545567.727,1230772.355,1347593.133,1191491.148,1345551.743
101250270.4,108234571.1,120081266,93899926.77,74633282.5,88353415.84,95232058.02,48056626.33,48649522.64,38992123.63,46042464.16,50433486.91,65448285.92,100457932.6,92054533.49,102412945.4,91700970.73,97860237.41,143086750.7,126746918.1,105523769.4,125899401.5,102140121.2,117731335.5
107471794.8,42471145.55,1931139.615,107446404.9,41187876.9,1138893.73,106183447.2,43865908.06,42112218.17,112295269.3,42616656.02,39381498.22,693744.4427,811969.2627,702549.7577,494710.362,228481.0651,384401.3646,215807.6131,625771.3653,500017.0302,498445.9421,367784.8512,711555.0382
5380272.086,4407707.78,162700371.8,2692879.084,68191858.36,56254210.89,486098227.9,5043931.419,4782423.631,135986152,4092280.794,74225803.18,6159444.842,6132234.041,90935411.44,75521231.35,41035971.23,90905551.34,226807192.8,83146465.16,5809512.818,4278257.316,5571593.22,286168192.7
212842210.2,66944707.9,60419861.04,134093287.6,50929620.12,49498236.72,180027409.9,88019958.25,76949965.66,159082391.7,84896739.61,63519337.57,59353644.96,84481529.95,64157620.29,137522141,89093954.43,56513706.47,172802459.8,58084528.91,85589086.72,209472783.3,53722796.46,67755289.99
17726785.54,76042102.21,15267986.85,26063939.9,12760506.02,13978810.85,25400978.02,16406866.41,14524906.44,21585517.62,17721469.62,16100026.51,22927147.66,76180083.7,17335056,14333104.87,12521493.56,16330590.31,23245358.22,72937314.9,28168174.87,19515816.44,14009122.34,75645485.38
385104.7343,558188.0261,481834.2881,332762.0949,221674.7668,323303.4348,179740.3437,87941.77882,16549054.37,56671421.21,84754.94156,93741.07413,15963257.4,238988.9037,159588.3999,21001734.55,178847.5123,203794.3293,47793323.06,413755.3884,250897.0018,47994104.23,16610365.26,280862.6173
6848560.629,13704884.45,12254800.72,7311639.218,7434595.047,5851459.556,5932421.884,7559760.498,5354944.543,6065278.368,12870294.58,12551561.72,14011057.02,7515359.208,7937030.531,14512429.21,5296040.619,5760460.799,5182443.677,12829583.51,5816903.203,14753123.19,15684765.59,7124600.108
7427677.911,2855600.148,2627094.726,5914339.605,2658892.432,2431002.616,6898072.105,2783751.709,1416275.814,5828515.236,3549498.934,3391963.694,2383569.929,2809857.037,2678329.701,3550653.97,1127428.717,2659604.212,7073081.459,2383919.164,2241669.853,7095641.403,1584184.871,3413680.794
1554861.312,590343.9919,616461.2695,1274046.136,960475.0054,2128092.51,1350531.523,790880.8175,813362.9346,1078335.752,733942.0987,894073.2429,877264.6598,828615.1559,627915.5455,1017556.094,950611.1524,1077946.935,1522454.111,472882.9185,902913.1313,869471.9648,568704.9547,530147.7563
821538.6477,2203439.051,1865819.848,1450060.348,904284.7633,1108864.836,795554.5484,1781267.952,1628329.285,815391.9465,1794171.101,1082232.291,1246134.316,858246.7266,1140027.345,1336963.168,1627440.619,1326823.948,1114409.933,1318213.074,1272988.542,1411697.116,1002025.329,1603798.733
1645072.878,1789098.056,1179737.538,952506.1872,1507965.032,1185256.443,1913927.895,2809102.829,2246495.234,2494875.449,2009467.932,1861748.724,2098650.702,1963220.747,1404493.914,1819271.421,1510729.854,1546537.807,2225955.888,2269355.523,2210603.75,2429619.643,903969.1708,972233.7144
23827716.84,37580654.83,59221113.21,26782317.18,23443561.88,28364199.31,24686051.11,31802969.19,25983508.33,444432.1379,32329020.04,26081968.31,578931.2926,502937.9041,607806.175,686090.8825,736319.1128,823857.4466,22108245.51,42028651.52,563105.134,645464.6778,539537.7077,477715.5869
39726387.48,55265369.14,75176764.54,40085074.87,97003056.42,39531137.09,71890573.83,44218623.44,37988801.29,64866751.16,70653283.27,39362872.67,97790884.77,50261595.26,47163867.31,40490004.29,49214165.2,44412093.47,66265120.25,100291402.8,38130149.22,41830157.96,40385069.05,50774941.06
7065631.863,7140439.707,5619069.651,4806823.004,4739897.034,5643586.904,2737096.415,5311750.344,3912219.662,4396212.355,3738217.68,6586932.902,7373543.967,5081516.983,6197993.333,4635863.092,5037858.522,5439727.698,4240601.408,4633890.327,5689954.178,5234020.323,6751938.569,5114301.356
1498835.888,1444334.356,1163317.054,1625118.335,1315327.801,1114610.093,1447236.826,1580657.807,1328951.289,1032958.735,1243725.808,1300230.444,891478.4014,1333600.768,1062112.453,1130014.79,1544791.725,917979.565,1013103.427,1223526.728,1351872.53,1344458.823,1230227.086,1041251.851
138199474.8,92588116.29,63956584.66,82521558.85,87606968.25,69344096.97,75570497.19,123374042.3,148581250.3,391669919,105098425.3,79700296.59,104643792.2,71292796.95,68249852.77,62725024.75,83002120.65,69373248.36,82266080.3,71012972.79,80026733.13,68955821.07,73728732.84,68435021.41
340473.1654,4553744.281,299458.9257,343123.5339,275801.3503,357356.5623,579373.0621,459350.6279,391715.7237,789624.4576,3954493.851,391241.8563,352582.5895,312715.2942,365637.5165,362358.8797,436530.4108,355356.7893,582696.8107,444414.8116,515767.1837,585299.9864,449716.2503,411941.1808
104817061.7,90533781.83,71643759.26,109950085.1,98231978.35,83019542.66,102244556.6,100867186.3,89370793.39,80045257.6,92495483.67,90703307.7,57122129.17,89356103.59,79166175.26,82607247.65,103308812.3,71017936.17,71180650.29,76933724.39,95839636.68,104515670.4,85440016.13,72907128.62
271973408.3,321126253.3,345561844.9,230716599.3,203472229,291982441,242040224.1,269233370.1,247857452.1,206047710.8,203547390.8,369149053,405741255.5,533574549.6,535770373.8,501738522.1,467773412.4,414853009.2,506674544.6,486231447.3,437825280.4,422930118.6,512507043.9,511975878.4
1036340434,1240618781,1203317876,1104539286,1006814542,814814025.5,903819491,977828163.8,848958393.7,1027623968,957438329.8,844941161.6,1127675201,1229598293,1067768835,1041964682,970743168,1013920408,1003246471,1261949517,914878687.5,983230974.9,988163588.2,1120214823
191346939.8,189486635.8,258259141.9,180907166.9,151560475.2,227662415.9,215545203.3,233485674.8,277644903.9,200237364.2,693229620.4,229260430.7,719725362.9,208918681.8,656123062.2,213680975.6,239959622,593360959.8,173706405.4,285764816,209775766.1,616802228.5,176197923.2,192653212.1
113853471.1,131508686.5,125658174.3,122086577.2,109272686.3,89037437.83,100211799,107149617.4,90583612.03,108431946.3,102523140.9,90701717,123274142.2,135881568.2,114209640.1,109750336.7,107359746,102008096.7,106320001,138723869.4,99336763.06,113625108.3,107363571.5,119507777.5
59465770.72,980022.7925,68791427.31,28528045.35,9481883.265,58593879.74,36834988.19,8340783.993,10978782.3,55979459.45,20173114.62,68324028.96,76921255.42,5557414.234,31600606.96,29099916.2,48516407.18,61479832.14,47938790.95,32247211.64,44292133.62,45110352.15,27054810.25,62050500.44
15600235.64,1030421.029,3973791.667,4834140.684,1406645.857,3438677.503,2511916.908,4877290.396,1899576.222,4513148.79,2737543.12,885703.9089,5428059.206,4941632.266,2801485.762,2216946.991,11991786.83,3014767.628,215386.2496,3449220.527,13457370.21,7909841.435,17708363.42,4773107.886
92153816.31,266436575.4,156240225.3,90275206.36,68208538.23,101139618.9,144029478.6,1033976256,183877273.2,78305722.14,242290913.6,230150170.9,53941137.5,129007624,754440797.4,13160685.72,113812126.9,335668251.8,157549110.9,1177586187,89121357.07,126798724.4,88178658.69,134187121.1
120088633.5,147043925.3,269380266.7,204390015.8,111270171.3,106291196.5,64647775.96,120190713.1,69861185.16,134160601.6,110543036.7,132697590.3,153029564,170122799.4,112516128.2,117879989.6,123678395.5,77927401.29,102077549.2,164762392,109241295,98141887.4,88843926.22,122969951.2
9148418.911,15914994.49,32318388.43,14791215.28,11081009.75,7308737.99,9493809.724,25420198.51,3005017.232,9943922.33,7032222.827,9900393.927,21033326.99,24056350.9,13576589.84,14561344.21,10045525.75,9676724.158,1175795.116,31433238.6,1018597.737,9063646.471,16263294,20056863.5
12866434.95,23946995.56,31488077.38,9510626.492,1096013.376,1471186.379,3870783.146,6255423.18,17500093.6,12150423.87,19287948.74,5786553.179,6370346.003,21909192.59,6040789.697,1090826.344,98086904.3,38293048.64,7809934.808,28507506.6,14252795.38,89926564.86,9376092.319,21377420.16
136799307.6,61045689.4,56113064.88,50099198.49,24860579.35,34672817.68,29614980.54,29465118.64,40407601.9,75014543.79,57132206.67,60670308.54,43269976.03,67336605.19,51420281.43,27100934.18,35729550.23,27403658.31,22781679.19,51601298.19,58555850.93,46237496.05,58252795.1,28179040.83
70777094.05,55763452.69,105233024.3,60686729.83,55037392.63,45945223.62,71804195.22,60645585.95,108160158.3,61556339.88,54367370.5,56016235.99,88476527.21,105677211,63429051.71,39405019.18,67044053.43,63995982.11,53917651.21,61624523.8,74869082.4,77649473.52,51727264.93,75766194.12
11075117.9,2185122.002,9514846.364,5797912.389,5895548.608,5958752.678,4767926.313,2575661.691,6289563.384,8873456.903,8832583.406,6179254.474,4714320.783,12435130.98,2538266.609,5292248.764,5242460.416,3479452.299,5016587.839,6162872.665,7595772.358,4897247.388,5351420.348,976091.588
1254498.179,1011756.275,1105605.396,1164180.619,699367.2181,451815.3235,1008416.047,1156135.399,1164947.377,976368.6048,3411163.302,141254635.9,221262966.6,832818.0508,868023.291,869714.3028,1216096.697,1067067.707,661628.7203,229639360.8,800369.7246,561765.9659,120350386.7,177120878.3
723269.8853,195008271.7,259315930.4,88636984.76,90771976.66,72037752.11,1732548.851,1461433.625,80992322.33,85659310.08,1892306.596,1513514.691,580834.6788,161396551,752835.9367,73374278.83,110299996.4,758843.439,71740505.36,1002387.383,85164664.27,887712.3083,903414.9906,826333.2779
249379599.5,358331226.8,435965394.8,256374197.1,244746987.5,242678266.4,145578738.8,381501178.7,266570137.1,265936545.2,316156404,282232355.9,482627278.8,345163646.8,286604331,218114332.5,301862549.4,260339683.8,234720864,566998870.7,255324370.9,289543881.5,271477596.9,345500368.9
270187167.2,988509222.1,216052922.2,15247722.72,536077997.3,523850024.7,270072109,721053431.6,596730646,498505026.6,580834481.2,522218439.5,877320340.5,786022727.8,619707771.1,560295972.8,321264368.3,15127399.97,557999768.9,1125361290,530657851,533843375.4,263709667.3,343077306
92153361.19,255234162.6,353335783.9,140198734.4,85136003.67,148103909.2,124361114.6,110719431.5,141800486,108613566.1,184787715.9,149959422.9,156410101.2,233004342.8,195911643.9,121996959.2,212664430.7,102408079.7,111072335,174494082.7,191156241.5,107755895.4,179731364.3,179146835.3
1830748.56,2060591.786,2253296.318,2268957.59,1590499.196,1873030.559,2407578.392,825385.1326,1050580.669,928972.615,972559.3167,980397.9884,1099670.988,1737760.032,1449140.635,1784633.883,1452131.949,1254370.612,5212320.241,4406716.059,3545500.245,4614116.393,3707838.555,3107286.654
317011111,681107216.6,698465999.2,315016028.3,202242673.8,412864089.9,217517163.6,362899231.1,498112564.5,460622880.3,309560607.5,155655916.4,414182843.6,400039848.3,355514158.1,336121524.3,806569642.5,325792383.9,314480682.8,420041540.1,299509580,331205794.8,257442041.4,371802156.9
19017538.33,140935.1072,69915102.14,19544885.71,18888342.97,18854373.41,18753556.57,23464506.63,19430879.82,19154757.11,21455909.77,20136530.8,27477541.49,40291333.03,35638060.77,2743152.616,32735522.55,21054860.79,391093.5996,309857.2301,230144.3568,355227.3173,263585.1138,209282.993
395203345.2,453052922,513321008.2,218590025.5,432396770.7,183728654.7,537672861.8,275652280.8,262346670.1,303581521.9,181911790.4,437858446,339494712.3,451917145.5,180511534.3,367454537.6,300342845.9,233684660.7,842988087.2,480475745.1,352436232.4,509014943.7,439383872.9,989554021.4
448576194.5,420047415.2,901070414,378792520.8,406286525.4,393136640.7,220551461.2,402556447,495569155.9,289091240.6,539430808.9,214553134.2,283624102.9,492498403.1,599349779.5,599226782.7,426407679.5,265937777.4,1068299413,957713780,374079216.6,384374001.8,378270323.6,363352829
631649373.5,658397104,450007176.2,460037119.2,177353916.6,199601115.2,281833864.7,567038184.9,472652060.6,535147607.9,296099545.7,289547633,206102713,279955382.3,547650304.2,205815616.8,570610458.4,292749390.6,222410630.4,293130134.2,495908359.7,202309320.1,464978468.3,368454149.2
39967752.07,55923864.41,64679589.04,39065701.15,38174637.56,38342536.74,30708410.19,23652891.38,18741390.74,20751985.6,35367493.91,20073475.37,36468942.84,58890627.51,50786666.27,64878924.28,51178429.45,57457799.17,60664376.07,80754342.36,49853179.38,56924317.54,55825376.9,50839038.71
30454837.11,30582492.59,40585904.53,25537699.93,20465297.56,28073194.62,32631612.7,21346039.16,23735142.39,17103109.68,20904350.72,25252243.59,43098081.24,57949327.63,50466542.26,74340263.27,56270774,78874019.3,76864409.08,87760702.93,70150783.45,65903076.49,57330893.99,66789446.98
20792323.09,27665820.69,28127223.74,20947833.19,22546769.68,17429119.73,23334327.55,29601613.99,17951475.72,28460273.88,15451816.38,18213202.28,46470781.21,51819353.15,46300357.48,45904658.65,50886141.32,58519502.07,51235515.64,78857966.94,43081997.41,51307362.77,62727274.66,35519202.66
1010574736,1023471521,805476588.9,778582861,920886527,797276403.7,408681507.9,934816095.3,815805077.7,710637403.9,329858109.6,835978499.1,1116036882,345779762.5,994534761.4,695496341.9,752642419.5,737398872.1,294299450,1149654441,391996779.6,826852913.7,907399331,770435908.7
705884497,956052167.7,402451839.4,982202306.5,450308443.1,852683052.3,475839960.3,1012452085,935835439.6,700336975.7,1091970896,274101274.4,359171935.7,515081376.4,449284185.9,795604746.8,864786731.1,783369554.9,439066457.8,458640426.1,780369128.1,929292920.4,326973546.8,500392851.1
36107496.3,98533491.46,87132920.79,84504614.03,103744493,75926109.29,102536444.7,35188972.41,82558601.81,72786315.88,45848398.27,87698765.4,119378973.1,113291175.1,85660235.32,73081131.61,88541280.4,40904800.74,108637347.9,125851238.2,72687650.94,91338362.01,93549169.82,94731436.69
70811670.95,46724118.52,14957375,107082019.6,7040356.656,32068991.27,49886350.49,64856409.22,101108882.7,50647855.25,61719405.01,38545669.05,37502521.83,52517834.56,50205831.11,32715573.46,91704204.98,35227773.62,3856623.216,6356078.007,83365304.43,101263497.1,88460747.62,96690398.32
12957357.4,15445667.12,17942651.22,11862290.57,11337356.56,11282760.63,11907664.03,9104406.701,7390632.405,7228084.232,6529893.628,8036495.803,13235391.71,17238217.68,15125841.23,17814136.45,16476972.08,18332227.08,17270770.74,21132202.41,16207873.49,15977214.72,16359856.81,14670568.85
775407530.6,626357272.6,1157646969,182518479.3,988264067.8,1016086826,1078927226,1092186948,354727757.9,1029164171,447972589.1,822074223.4,939766825.1,968538587.4,921362388.9,934980797.4,959352015.7,881014295.4,1029792973,1081718147,943299157,1120095338,977767626.2,1098621603
849665148.3,24554333.32,379999098.1,624483185.6,526030908.9,279946496,562225229.8,298985780.9,618875910.5,362737381.4,298001937.1,308165200.9,934999115.8,284644600.5,568037182.7,538843482.4,334228911.8,681239848.3,429928077.6,403963949.6,298505000.8,603573853.1,388798763.2,322675660.9
236731265,1119876146,255609308.9,291025277.2,157754096.5,129887340.1,387831146.1,219872497.1,61148020.96,213806298.4,27754979.24,157695302.4,193133354.3,218695535.8,235865062.7,673493876.7,433986012.1,208206084.6,769318729.1,183311749.9,195352113.8,249092794.6,626132155.8,327233709.8
1216462.995,1030624.548,987957.6991,421849.9824,1199273.03,1014995.355,701984.8001,954999.5094,153847.4804,837932.6401,1128672.138,903857.0214,1089277.287,711612.6723,989377.8864,1023125.003,1012342.882,702344.1993,1528805.756,536433.2128,1122395.415,1459118.77,479870.0199,498964.606
1469804.428,1778532.92,1479454.093,1712279.411,1146065.568,1172939.671,1930001.201,1198275.043,1558754.748,1983266.789,1166131.814,1121982.66,1642400.521,1238827.837,1665061.797,1742394.437,1464624.224,2707260.459,2157299.909,1523601.522,1264384.053,1862576.315,1479279.258,1794605.022
562892.3467,737581.579,579628.6399,703641.1807,638938.3604,492766.6267,697727.3788,557231.1087,723193.6472,487818.0443,792719.5641,657670.8401,680330.4379,731432.583,554970.2017,797124.8585,584193.2397,648169.4361,515099.3669,686912.3206,659681.734,842817.7059,565939.0254,552006.8754
605958.3595,569149.4544,542998.8592,770684.7336,566342.1537,542137.7631,758869.0486,573281.0856,535863.8588,697508.4095,517655.4549,563971.8673,524942.586,533954.0423,509365.2801,527939.2643,609570.4007,595071.868,1220421.382,537730.3583,515879.5554,712605.8148,604641.0875,10315253.01
9863395.696,6980879.58,5024845.728,6194720.186,6765388.623,5008949.427,5612505.469,9304841.266,10918981.31,29725873.56,8021912.741,6075949.007,8178629.156,1514616.462,1677626.911,4929622.533,6751586.818,5427556.008,6239820.395,5739117.065,1344238.649,4980191.566,5690635.546,5446701.868
10235247.8,17507761.05,11472732.33,28508555.04,11366997.66,9549831.835,15642225.76,23125075.33,25418167.38,23899585.45,17419943.37,24190438.31,16782887.17,40451914.67,42143588.61,15934216.36,18413127.58,15553626.32,22062745.09,15171253.69,40591816.6,9990789.919,23159192.2,15939279.48
12813110.23,11082028.55,8794969.238,13694381.53,12063354.24,10343152.45,12714678.29,12381402.34,10723092.76,9771454.487,11294906.29,10847208.46,6792315.217,11047205.99,9385511.477,10000146.91,12456721.28,8559094.229,8706125.622,9489732.986,11888040.49,12880500.28,10683046.52,8676102.898
17212680.2,19770354.63,22213496.06,14570225.79,13124629.47,18302406.42,15478447.03,17384710.73,15424106.16,12732005.98,12513644.67,23304749.57,26072481.39,34697384.62,35086631.12,32662142.17,30239199.25,27229869.69,32916112,31276970.76,27867770.35,27447921.79,33701436.32,32740948.08
345755.0107,259503.2969,268925.9067,802758.153,833356.7214,579582.5539,486553.6806,226954.3998,445998.7639,626283.5464,528422.3396,443992.281,188321.158,242538.1243,395766.3699,562817.5686,304475.2361,461828.5517,588795.2887,204739.2522,396561.6296,432937.0433,597676.9975,290864.313
46114309.91,145875261.7,113006159.1,59240978.51,29466016.56,40650650.29,48729978.74,73301763.06,47633452.12,53004627.06,79042458.38,42631162.39,185944490.6,115534724.7,43350302.86,46035434.97,93525359.6,48316518.47,29890194.11,114305187.6,22224125.96,37758824.25,48862128.79,75423513.11
23132376.31,92940290.25,67668933.49,39310611.58,57581328.12,16619058.18,18604657.15,50312699.37,22467865.68,49708962.03,45016170.97,25334436.83,69509028.12,83981078.99,41527039.35,38462587.75,25214903.77,28505943.97,34112802.08,72389149.56,23729084.19,38728406.43,35518388.4,111100272.5
40766845.74,166164936,103603659.7,100029136.3,39990833.72,27807453.82,20655577.67,72330395.94,54676520.69,54844492.06,24979379.61,21568269.07,12818083.31,83503616.96,57980780.66,31502297.58,27433776.32,30607313.49,29298585.4,11234743.33,40597089.04,46398518.5,22590087.68,117081656.6
6239593.412,8448838.729,8115684.043,6527151.505,5520366.889,6064091.578,5131415.616,5562711.442,4165593.206,5624836.624,5924710.709,4536115.104,7824099.648,8438817.911,6251221.192,7186354.162,4702792.775,6164160.876,5138099.696,7969996.546,5482901.221,6921681.921,5416549.924,7109349.153
1027197.066,660682.0017,851317.5917,974324.8551,846296.9186,664083.0511,723378.6754,483978.352,287161.8208,25108868.69,174045.8325,20901978.78,927066.2679,976785.0667,526317.8888,971146.3787,392892.3382,26237681.53,952934.6207,1075898.829,616123.2349,1080057.956,893292.0215,964988.0332
49531641.88,121741137.9,180497255.6,161731727.9,74721641.28,138291923.8,30512160.27,27636587.42,93118446.67,30394753.71,37590007.39,29786062.17,91550053.55,352012740.8,55824288.76,116494495.2,99291202.87,38414573.69,144789276,39116583.64,52344330.74,134382543.6,55278287.55,228020043
2197552.511,2484863.291,2776191.035,2319994.337,1752162.109,1856987.327,2276912.945,1194590.983,1193279.305,908326.3105,1117417.629,1233481.619,1647188.081,2309290.341,2330591.824,2338355.527,1983338.724,2375509.431,3346221.839,2920245.86,2543499.087,2707593.867,2475918.144,2674613.893
6312437.867,7368318.412,8690496.825,5571591.5,3995767.999,5219822.168,5543911.303,1643510.834,1557260.211,1051963.731,1416707.876,1688058.963,2829054.423,6192289.938,5930131.103,7036634.885,5580986.361,6337612.297,13273674.98,10199201.96,7984440.84,9639816.298,7358148.12,8078368.228
1281498.102,1391719.673,1650826.023,1227885.38,987738.3267,998282.2029,1347751.915,1379065.645,1155005.969,1333566.983,963292.5273,1120154.915,263101.0587,258808.0998,1323678.173,416183.7277,225613.0803,348123.7332,261409.2827,189805.3608,353417.1596,472088.5031,275674.3223,308019.3792
